step,loss,lr
219,2.8500237906217865,4.5960691070414985e-05
220,2.8533917369473256,4.6767359766364094e-05
221,2.8493567006714007,4.758818652586423e-05
222,2.8499529115438973,4.842341984097229e-05
223,2.8500158075964936,4.9273312565097523e-05
224,2.8553098837785584,5.013812198954858e-05
225,2.8568351586898193,5.101810992142458e-05
226,2.8469348375229067,5.1913542762872755e-05
227,2.840719406109713,5.282469159173752e-05
228,2.8381505202120336,5.375183224362492e-05
229,2.834538263213883,5.469524539540738e-05
230,2.8329815427716944,5.565521665019401e-05
231,2.832502073272422,5.663203662379262e-05
232,2.8374374120564636,5.7626001032688624e-05
233,2.8358577091172146,5.863741078356861e-05
234,2.834900490317848,5.966657206441493e-05
235,2.8320753557288656,6.071379643719937e-05
236,2.8371955974562773,6.177940093220317e-05
237,2.8331603291114784,6.286370814399297e-05
238,2.8319240608172205,6.396704632908137e-05
239,2.8259478915173566,6.508974950530081e-05
240,2.831113116246146,6.623215755292248e-05
241,2.828215793258545,6.739461631754934e-05
242,2.821455853891638,6.857747771481538e-05
243,2.82823229911591,6.978109983692265e-05
244,2.8290198785914193,7.100584706104736e-05
245,2.828571909239943,7.225209015964966e-05
246,2.826774716270469,7.352020641271876e-05
247,2.82964203943598,7.481057972198846e-05
248,2.8356118985046774,7.612360072715734e-05
249,2.8398968009778196,7.745966692414833e-05
250,2.839934298117649,7.881918278544437e-05
251,2.8391907208002674,8.020255988253582e-05
252,2.8342654459869077,8.161021701051725e-05
253,2.828507233215913,8.30425803148709e-05
254,2.8281324129560264,8.45000834204751e-05
255,2.8327156037286656,8.598316756287744e-05
256,2.8319908900743673,8.749228172187159e-05
257,2.842272503922547,8.90278827574187e-05
258,2.8446176852411598,9.059043554795462e-05
259,2.8365399286493895,9.218041313112394e-05
260,2.8254633856890576,9.379829684698475e-05
261,2.817629065853762,9.544457648372652e-05
262,2.815646402443734,9.711975042594555e-05
263,2.8196791338771807,9.882432580552312e-05
264,2.814543437109164,0.000100558818655151
265,2.8126678244158456,0.00010232375406455235
266,2.8099766638965,0.00010411966633944408
267,2.8078780038889306,0.0001059470991632895
268,2.8090051999240373,0.00010780660576188922
269,2.8115914008043004,0.00010969874907086182
270,2.811128093199998,0.00011162410190606318
271,2.811178926355855,0.00011358324713699761
272,2.8190554773219976,0.00011557677786327174
273,2.821754153136226,0.00011760529759414624
274,2.82558232425215,0.00011966942043123827
275,2.822551687405845,0.00012176977125443093
276,2.8244133212705687,0.00012390698591104564
277,2.8221966353667995,0.00012608171140833442
278,2.8186206351948337,0.00012829460610935123
279,2.816544083224826,0.00013054633993226045
280,2.810382058316209,0.00013283759455314382
281,2.813540929147652,0.00013516906361236714
282,2.810477012306053,0.00013754145292456862
283,2.813111227963486,0.00013995548069233266
284,2.8057678323024637,0.00014241187772361412
285,2.8163524699193654,0.00014491138765297893
286,2.8138018866760826,0.0001474547671667271
287,2.806151099936578,0.00015004278623196752
288,2.805138729552023,0.00015267622832971316
289,2.7986505184696244,0.0001553558906920668
290,2.792778101207795,0.0001580825845435709
291,2.7936654074091543,0.0001608571353467921
292,2.799767945601929,0.0001636803830522173
293,2.8041304823504576,0.0001665531823525345
294,2.809727028301294,0.00016947640294137742
295,2.811241721636443,0.0001724509297766118
296,2.81016265824444,0.00017547766334824106
297,2.8177158008143954,0.00017855751995101609
298,2.8106503776331118,0.00018169143196182806
299,2.8148604429799717,0.00018488034812197068
300,2.80942920319105,0.00018812523382435664
301,2.8064327567644076,0.00019142707140577396
302,2.8054439855948883,0.00019478686044427368
303,2.8046802244254954,0.0001982056180617749
304,2.8183234357422147,0.0002016843792319827
305,2.8120639435853834,0.00020522419709370957
306,2.8133035765872356,0.00020882614326969608
307,2.804619246070252,0.00021249130819102775
308,2.806858393229477,0.00021622080142724473
309,2.80720382138447,0.000220015752022247
310,2.8071686282171626,0.0002238773088360933
311,2.8013420285476376,0.00022780664089280057
312,2.803270667057084,0.00023180493773424714
313,2.811213398772284,0.00023587340978028666
314,2.805414121903891,0.00024001328869518423
315,2.8011793826818647,0.0002442258277604819
316,2.8050580608904534,0.0002485123022544098
317,2.804926009839491,0.0002528740098379564
318,2.789222637089521,0.0002573122709477139
319,2.7797454906590864,0.00026182842919561945
320,2.7884921548201325,0.0002664238517757116
321,2.7843148014507686,0.000271099929878027
322,2.787239390262355,0.0002758580791097598
323,2.7731524604220885,0.0002806997399238142
324,2.7698472939706553,0.00028562637805487894
325,2.7748387945332,0.0002906394849631539
326,2.7821097928291536,0.0002957405782858664
327,2.781287615508405,0.0003009312022967107
328,2.7810806113084547,0.00030621292837335225
329,2.777303542069631,0.0003115873554731373
330,2.772397801382775,0.0003170561106171506
331,2.7673320123039318,0.0003226208493827708
332,2.761755118872573,0.0003282832564048687
333,2.775818327665883,0.000334045045885804
334,2.754931371033718,0.0003399079621143725
335,2.7659277643655766,0.0003458737799938606
336,2.7664658049345294,0.0003519443055793697
337,2.7701078562557964,0.0003581213766245691
338,2.766594419200148,0.0003644068631380475
339,2.765469464513639,0.0003708026679494266
340,2.764052964459191,0.0003773107272854131
341,2.777531357953761,0.0003839330113559599
342,2.773937103879773,0.00039067152495071467
343,2.7611915149745414,0.00039752830804593844
344,2.7646810019546963,0.0004045054364220755
345,2.7549585714248326,0.00041160502229216177
346,2.7324585957916705,0.0004188292149412633
347,2.7351984899652524,0.000426180201377138
348,2.7325757071715486,0.0004336602069923171
349,2.738866319167097,0.00044127149623780635
350,2.7143206858755207,0.0004490163733086125
351,2.707270647179584,0.0004568971828413005
352,2.7121419308949757,0.0004649163106237947
353,2.7174751906048042,0.00047307618431763863
354,2.7168031713394565,0.0004813792741929283
355,2.7160741539773174,0.0004898280938761486
356,2.720835698582529,0.0004984252011111319
357,2.736148679545431,0.0005071731985333747
358,2.7339782079819472,0.0005160747344579423
359,2.7269870750830023,0.0005251325036812043
360,2.731187953262446,0.0005343492482966412
361,2.745133919540516,0.0005437277585249673
362,2.7501912642243482,0.000553270873558827
363,2.736246278115792,0.0005629814824223132
364,2.7553458509020494,0.0005728625248455725
365,2.742173818977064,0.0005829169921547629
366,2.755069872557935,0.0005931479281776272
367,2.763858403542465,0.0006035584301649647
368,2.758479735741898,0.000614151649728272
369,2.7414298796806635,0.0006249307937938449
370,2.739650331630926,0.0006358991255736214
371,2.7513887232143572,0.0006470599655530669
372,2.74924362682491,0.0006584166924963994
373,2.7324850711626802,0.0006699727444694531
374,2.7425722266964954,0.0006817316198804997
375,2.7497500843252936,0.0006936968785393336
376,2.760695717049031,0.000705872142734947
377,2.7613615237144318,0.0007182610983321209
378,2.7641226768835683,0.0007308674958872588
379,2.761406817468711,0.0007436951517838096
380,2.764178377897613,0.0007567479493876142
381,2.749559070056199,0.0007700298402225324
382,2.747667807456099,0.0007835448451667042
383,2.7419020704531976,0.000797297055669803
384,2.751280279308467,0.00081129063499166
385,2.734273025177333,0.0008255298194626198
386,2.7214661889704987,0.0008400189197660238
387,2.7173747649551707,0.0008547623222431985
388,2.7127487191779625,0.0008697644902213509
389,2.716687336838449,0.0008850299653647681
390,2.713242205493047,0.0009005633690497318
391,2.7225975403058276,0.0009163694037635678
392,2.713970736506021,0.000932452854528246
393,2.7134552598499395,0.0009488185903489696
394,2.708629176068105,0.0009654715656881883
395,2.7103864737306114,0.0009824168219654801
396,2.717031475758192,0.0009996594890837617
397,2.7149675101169497,0.0010172047869822828
398,2.706683595937701,0.001035058027216879
399,2.7084920028488844,0.0010532246145679588
400,2.6976569532015877,0.0010717100486767144
401,2.704788275234501,0.0010905199257100488
402,2.7004146976162695,0.0011096599400547264
403,2.6950479172413764,0.0011291358860412541
404,2.688404511571721,0.0011489536596980242
405,2.6850604311652537,0.00116911926053624
406,2.6931125334129904,0.0011896387933661707
407,2.6959304184382025,0.0012105184701452882
408,2.6832381846638143,0.0012317646118588314
409,2.6871164127215783,0.0012533836504333839
410,2.681294670683522,0.0012753821306840396
411,2.695692089630425,0.001297766712295736
412,2.6948425432658163,0.001320544171839368
413,2.727703789630052,0.0013437214048232847
414,2.7165093707746175,0.0013673054277807948
415,2.7264653358181925,0.0013913033803943059
416,2.715140435860016,0.001415722527656752
417,2.7195016911399215,0.0014405702620709487
418,2.7174150657885527,0.0014658541058875582
419,2.727091917059977,0.0014915817133823264
420,2.721332135030678,0.001517760873173293
421,2.7373598089989013,0.0015443995105786682
422,2.7342216340320493,0.0015715056900160972
423,2.7399295448498258,0.0015990876174440311
424,2.7293024247164044,0.0016271536428459478
425,2.7207454856247493,0.001655712262758177
426,2.7069260095765437,0.0016847721228420867
427,2.709337463423583,0.00171434202050142
428,2.717569008392815,0.0017444309075455662
429,2.7182892761395254,0.0017750478928995762
430,2.715434087482848,0.0018062022453617435
431,2.7221741919809284,0.0018379033964095826
432,2.7259867661038055,0.0018701609430550564
433,2.7357834785379036,0.0019029846507499179
434,2.7234003085630345,0.0019363844563420431
435,2.7128361743490244,0.001970370471083649
436,2.704226049553387,0.0020049529836923155
437,2.713630587987583,0.0020401424634657263
438,2.696850168283638,0.002075949563451079
439,2.717881053881907,0.002112385123670127
440,2.72778860498191,0.0021494601744008177
441,2.7281238732763624,0.0021871859395165326
442,2.7201527191328077,0.002225573839883934
443,2.720050825821431,0.002264635496820447
444,2.7360801949498237,0.0023043827356124262
445,2.7452935101268015,0.0023448275890950716
446,2.7158297832403036,0.002385982301295175
447,2.714488085986553,0.0024278593311377987
448,2.711121875084747,0.002470471356218019
449,2.718056335186405,0.0025138312766388583
450,2.714694721925925,0.0025579522189165876
451,2.707993575192727,0.0026028475399545634
452,2.7123486924612275,0.0026485308310868192
453,2.720886533659852,0.00269501592219262
454,2.7218403477887794,0.0027423168858832325
455,2.738168708130664,0.0027904480417621867
456,2.7368083875007416,0.002839423960760301
457,2.7299100038007533,0.0028892594695467976
458,2.7309165420895667,0.0029399696550178366
459,2.7194799702989614,0.0029915698688638324
460,2.723205585832017,0.0030440757322169262
461,2.714524502135204,0.003097503140380038
462,2.7255625792821667,0.0031518682676389053
463,2.7154668395773967,0.003207187572158593
464,2.720792044580338,0.003263477800965937
465,2.730418326369265,0.003320755995019433
466,2.7377708631910607,0.0033790394943681136
467,2.728589777573927,0.0034383459434009704
468,2.7429956477917576,0.003498693296188499
469,2.7402723280524683,0.003560099821918025
470,2.7253933733243443,0.0036225841104243783
471,2.7276458051067354,0.003686165077817686
472,2.7289576829422186,0.00375086197220991
473,2.7322678492368495,0.003816694379541907
474,2.753470962207136,0.0038836822295127515
475,2.748977305206245,0.003951845801613135
476,2.7470120148131816,0.004021205731264654
477,2.7608585137581914,0.004091783016066847
478,2.7577640681995232,0.004163599022153883
479,2.748701946542324,0.004236675490662812
480,2.7383819557978497,0.004311034544315345
481,2.7461569836602706,0.004386698694115147
482,2.743602361711144,0.004463690846162688
483,2.7329879622764044,0.004542034308589687
484,2.737396484618517,0.004621752798615277
485,2.7400682029176506,0.0047028704497260095
486,2.7351999813513275,0.004785411818981877
487,2.743344023574044,0.0048694018944505715
488,2.745441167564409,0.004954866102772211
489,2.760210127195374,0.005041830316856852
490,2.7469287296460303,0.005130320863717092
491,2.763906717430544,0.005220364532438144
492,2.762340915326717,0.00531198858228781
493,2.759385758159777,0.005405220750968773
494,2.763505551062335,0.005500089263015748
495,2.766139606833651,0.005596622838339999
496,2.765897690445368,0.00569485070092383
497,2.7656488321529578,0.005794802587667676
498,2.771022179443778,0.005896508757392467
499,2.7626484372051396,0.006
