epoch,step,loss
0,0,0.6148157715797424
0,1,0.6361466646194458
0,2,0.6251522302627563
0,3,0.579906702041626
0,4,0.5670247673988342
0,5,0.5770463943481445
0,6,0.6813292503356934
0,7,0.6137521266937256
0,8,0.6209524273872375
0,9,0.603002667427063
0,10,0.5970945358276367
0,11,0.5282923579216003
0,12,0.5109399557113647
0,13,0.5594868659973145
0,14,0.592596173286438
0,15,0.5796759128570557
0,16,0.5382665991783142
0,17,0.5320923328399658
0,18,0.5327728986740112
0,19,0.5055978894233704
0,20,0.5004334449768066
0,21,0.5386191606521606
0,22,0.538135290145874
0,23,0.44577503204345703
0,24,0.453357994556427
0,25,0.5476517081260681
0,26,0.4966256022453308
0,27,0.5716379880905151
0,28,0.4308421015739441
0,29,0.4953954219818115
0,30,0.47587132453918457
0,31,0.49757707118988037
0,32,0.4379580020904541
0,33,0.495045006275177
0,34,0.4884614944458008
0,35,0.4772188067436218
0,36,0.46193885803222656
0,37,0.5452184081077576
0,38,0.543678343296051
0,39,0.4245980978012085
0,40,0.45320069789886475
0,41,0.46087646484375
0,42,0.4356917142868042
0,43,0.44101136922836304
0,44,0.4209303855895996
0,45,0.5064791440963745
0,46,0.3988703489303589
0,47,0.47141385078430176
0,48,0.4840041399002075
0,49,0.3967680335044861
0,50,0.48534679412841797
0,51,0.40726417303085327
0,52,0.39966368675231934
0,53,0.4872581958770752
0,54,0.4735315442085266
0,55,0.6523087024688721
0,56,0.45126432180404663
0,57,0.4029347896575928
0,58,0.40351343154907227
0,59,0.4144555926322937
0,60,0.4236835837364197
0,61,0.4543294310569763
0,62,0.4023977518081665
0,63,0.3716878294944763
0,64,0.4930013418197632
0,65,0.49352097511291504
0,66,0.4466667175292969
0,67,0.38886064291000366
0,68,0.4842339754104614
0,69,0.38820135593414307
0,70,0.5837774276733398
0,71,0.343159556388855
0,72,0.3611413836479187
0,73,0.4649611711502075
0,74,0.36694860458374023
0,75,0.4010445475578308
0,76,0.40997785329818726
0,77,0.42322391271591187
0,78,0.4815855026245117
0,79,0.35795605182647705
0,80,0.379663348197937
0,81,0.38343340158462524
0,82,0.4005323648452759
0,83,0.43957847356796265
0,84,0.4179426431655884
0,85,0.35162079334259033
0,86,0.3980838656425476
0,87,0.33988338708877563
0,88,0.41765397787094116
0,89,0.39285576343536377
